Date,Close/Last,Volume,Open,High,Low
04/06/2022,$22.99,19407070,$23.60,$23.60,$22.61
04/05/2022,$23.73,21146350,$25.21,$26.16,$23.65
04/04/2022,$25.21,17068220,$24.66,$25.43,$24.64
04/01/2022,$24.55,17174970,$25.39,$25.56,$24.26
03/31/2022,$25.40,17399100,$26.54,$26.5492,$25.25
03/30/2022,$26.50,21638420,$27.18,$28.135,$26.20
03/29/2022,$27.36,33667100,$25.56,$27.60,$25.46
03/28/2022,$25.38,18224240,$25.34,$25.9465,$24.64
03/25/2022,$25.16,17276700,$25.94,$26.06,$24.52
03/24/2022,$26.25,14925230,$26.01,$26.57,$25.03
03/23/2022,$25.90,20981250,$26.50,$26.81,$25.7119
03/22/2022,$26.65,30663430,$25.45,$27.25,$25.1212
03/21/2022,$25.39,17521320,$25.85,$26.20,$24.82
03/18/2022,$25.67,34740330,$24.94,$26.15,$24.65
03/17/2022,$24.65,21491170,$23.32,$24.93,$22.8512
03/16/2022,$23.62,28443710,$22.13,$23.895,$22.13
03/15/2022,$21.98,20404170,$21.50,$22.03,$20.49
03/14/2022,$21.55,21366220,$22.63,$23.25,$21.3138
03/11/2022,$22.92,18824700,$24.05,$24.23,$22.81
03/10/2022,$24.21,16508760,$24.91,$24.91,$23.51
03/09/2022,$25.26,18168840,$25.13,$25.5331,$24.75
03/08/2022,$24.24,33349550,$22.855,$25.71,$22.61
03/07/2022,$23.17,35110250,$22.94,$24.41,$22.90
03/04/2022,$22.63,33251940,$22.619,$23.73,$22.01
03/03/2022,$22.63,28893060,$24.49,$24.52,$22.41
03/02/2022,$24.58,24038200,$24.72,$24.77,$23.60
03/01/2022,$24.99,62757690,$24.485,$25.75,$23.38
02/28/2022,$28.98,51761780,$26.74,$29.0499,$26.17
02/25/2022,$26.35,28287180,$25.44,$27.00,$24.56
02/24/2022,$25.28,35062740,$22.012,$25.445,$21.77
02/23/2022,$23.97,27159590,$25.765,$26.19,$23.80
02/22/2022,$25.51,32634500,$25.765,$27.28,$24.94
02/18/2022,$26.59,28475080,$27.825,$28.2799,$25.785
02/17/2022,$28.11,24810580,$28.44,$30.12,$27.92
02/16/2022,$29.00,15842000,$28.335,$29.18,$27.86
02/15/2022,$28.87,22330270,$28.11,$28.89,$27.62
02/14/2022,$27.44,41217450,$25.812,$28.41,$25.68
02/11/2022,$25.84,28761830,$27.525,$28.20,$25.61
02/10/2022,$27.91,24458350,$27.65,$29.40,$27.44
02/09/2022,$28.83,21808580,$27.77,$28.94,$27.59
02/08/2022,$27.43,19193240,$26.80,$27.63,$25.89
02/07/2022,$26.97,22540040,$27.61,$28.33,$26.40
02/04/2022,$27.55,20394510,$26.98,$27.85,$26.21
02/03/2022,$26.95,30180370,$26.50,$28.59,$26.29
02/02/2022,$27.68,35301460,$29.225,$29.96,$27.40
02/01/2022,$29.96,38972250,$30.525,$30.85,$28.62
01/31/2022,$29.39,41743100,$28.115,$29.48,$27.42
01/28/2022,$27.15,66779510,$28.0579,$28.4299,$25.6327
01/27/2022,$28.70,67318160,$33.85,$33.91,$28.39
01/26/2022,$33.41,51058140,$36.29,$36.88,$32.99
01/25/2022,$35.46,27029070,$36.63,$37.55,$35.22
01/24/2022,$37.75,46145340,$36.14,$37.88,$34.12
01/21/2022,$37.75,38254050,$39.03,$39.98,$37.185
01/20/2022,$38.72,45831930,$41.51,$42.95,$38.69
01/19/2022,$40.03,36994620,$39.48,$42.44,$39.44
01/18/2022,$39.21,29645130,$40.68,$41.28,$39.00
01/14/2022,$42.22,33308390,$40.975,$43.3999,$40.95
01/13/2022,$41.41,36293050,$45.73,$46.29,$41.36
01/12/2022,$45.43,49592720,$45.74,$47.59,$44.03
01/11/2022,$45.47,60554230,$41.81,$45.48,$41.49
01/10/2022,$41.72,44353340,$40.63,$43.1699,$40.43
01/07/2022,$41.98,78419570,$37.505,$43.2899,$37.50
01/06/2022,$38.22,58375540,$36.45,$38.58,$33.76
01/05/2022,$36.68,43318800,$38.68,$39.06,$36.13
01/04/2022,$39.41,30476880,$40.75,$41.29,$38.38
01/03/2022,$40.93,45761800,$38.55,$41.76,$37.96
12/31/2021,$38.05,19561980,$38.24,$39.80,$37.85
12/30/2021,$38.75,36202930,$36.68,$39.50,$36.68
12/29/2021,$36.97,25374700,$36.725,$37.1598,$35.86
12/28/2021,$36.98,28441470,$37.78,$38.35,$36.75
12/27/2021,$38.64,48622890,$37.17,$39.1615,$35.53
12/23/2021,$37.64,27703360,$38.52,$38.69,$37.37
12/22/2021,$38.70,36620140,$37.91,$40.19,$37.70
12/21/2021,$38.02,38911540,$38.25,$39.33,$36.75
12/20/2021,$37.99,38903700,$38.03,$39.71,$36.92
12/17/2021,$40.01,126157600,$38.45,$40.45,$36.35
12/16/2021,$40.05,55588970,$41.09,$42.50,$39.51
12/15/2021,$40.81,59474710,$39.37,$41.69,$38.80
12/14/2021,$40.87,64374020,$37.96,$41.30,$37.16
12/13/2021,$39.15,82697470,$39.99,$40.29,$36.84
12/10/2021,$37.66,91804040,$38.00,$39.08,$35.80
12/09/2021,$36.52,120872600,$41.37,$42.74,$36.14
12/08/2021,$44.72,50135880,$42.60,$45.40,$41.34
12/07/2021,$43.88,57740790,$46.505,$47.25,$43.0198
12/06/2021,$44.86,103929800,$40.025,$45.75,$38.06
12/03/2021,$47.27,76441210,$48.55,$49.49,$44.57
12/02/2021,$48.41,77168490,$50.85,$51.84,$46.02
12/01/2021,$51.14,78869320,$54.08,$56.24,$50.95
11/30/2021,$52.98,92341590,$54.43,$56.70,$51.60
11/29/2021,$55.06,76731430,$52.03,$55.33,$50.71
11/26/2021,$51.72,36708010,$49.45,$52.37,$49.4131
11/24/2021,$52.57,61225300,$51.74,$53.50,$49.83
11/23/2021,$52.44,87998830,$51.675,$54.33,$49.52
11/22/2021,$51.12,130761800,$53.035,$57.44,$50.08
11/19/2021,$55.21,166718400,$47.16,$55.40,$47.15
11/18/2021,$47.05,131634800,$49.03,$49.67,$43.00
11/17/2021,$52.55,198386200,$56.20,$57.75,$50.31
11/16/2021,$55.52,248654600,$49.93,$55.68,$46.5086
11/15/2021,$44.88,77111000,$44.60,$46.14,$43.41
11/12/2021,$43.93,41015330,$44.00,$45.19,$42.74
11/11/2021,$44.98,69846270,$42.75,$45.75,$41.74
11/10/2021,$40.75,79342770,$42.30,$45.00,$39.3405
11/09/2021,$44.78,90177660,$47.48,$48.04,$42.15
11/08/2021,$45.92,154195400,$43.54,$47.87,$43.04
11/05/2021,$41.80,113881100,$37.50,$41.92,$36.17
11/04/2021,$37.12,40730350,$37.38,$37.70,$36.07
11/03/2021,$36.545,61133740,$34.23,$37.38,$34.23
11/02/2021,$35.13,75032520,$34.565,$35.39,$33.02
11/01/2021,$36.53,121435300,$39.995,$40.17,$35.73
10/29/2021,$36.99,221097400,$38.25,$41.60,$35.43
10/28/2021,$35.48,377220900,$28.54,$39.78,$28.08
10/27/2021,$27.02,52224560,$27.69,$28.94,$26.73
10/26/2021,$26.38,40979460,$26.85,$28.20,$26.05
10/25/2021,$26.85,53941830,$24.88,$27.40,$24.7021
10/22/2021,$24.11,16383980,$24.03,$24.19,$23.41
10/21/2021,$24.46,21810290,$24.30,$25.05,$24.04
10/20/2021,$24.24,15462940,$24.76,$25.27,$24.14
10/19/2021,$24.73,16034670,$25.41,$25.61,$24.48
10/18/2021,$25.34,26253610,$23.99,$25.66,$23.97
10/15/2021,$24.08,14891500,$23.84,$24.2199,$23.43
10/14/2021,$24.01,20756120,$22.51,$24.10,$22.50
10/13/2021,$22.59,20437420,$22.85,$23.02,$22.11
10/12/2021,$23.06,23871710,$23.14,$23.65,$22.66
10/11/2021,$22.87,21974460,$23.63,$23.64,$22.68
10/08/2021,$23.23,25071030,$24.32,$24.53,$23.0408
10/07/2021,$24.38,17543530,$24.55,$24.72,$24.04
10/06/2021,$24.29,19270710,$23.55,$24.55,$23.41
10/05/2021,$24.02,21742710,$24.18,$24.785,$23.86
10/04/2021,$24.14,28779610,$24.76,$25.03,$23.535
10/01/2021,$24.61,30696050,$25.51,$25.75,$24.21
09/30/2021,$25.38,46844020,$27.122,$27.14,$25.09
09/29/2021,$26.28,120691800,$26.45,$28.39,$26.01
09/28/2021,$24.54,38136570,$25.97,$26.41,$24.15
09/27/2021,$25.89,44696220,$25.86,$27.27,$25.7406
09/24/2021,$25.43,26633640,$25.26,$25.66,$24.3872
09/23/2021,$25.42,38764880,$25.57,$26.13,$24.62
09/22/2021,$24.95,87320510,$27.735,$28.21,$24.28
09/21/2021,$26.81,114795900,$24.78,$27.93,$24.57
09/20/2021,$24.07,68142970,$22.025,$24.22,$21.66
09/17/2021,$22.96,104115600,$22.42,$23.51,$21.9033
09/16/2021,$21.17,45927400,$20.845,$21.60,$20.36
09/15/2021,$19.91,32280700,$19.37,$20.16,$19.05
09/14/2021,$18.95,24118280,$19.19,$19.74,$18.70
09/13/2021,$20.06,15778410,$20.265,$20.59,$19.66
09/10/2021,$19.93,16229060,$20.183,$20.62,$19.90
09/09/2021,$19.85,21788590,$19.22,$20.06,$19.09
09/08/2021,$18.93,20956100,$19.93,$20.0259,$18.70
09/07/2021,$19.89,19835060,$19.80,$19.95,$19.01
09/03/2021,$19.56,25287800,$18.835,$19.76,$18.67
09/02/2021,$18.66,38521800,$18.44,$18.919,$18.00
09/01/2021,$17.79,149611900,$16.12,$18.44,$16.12
08/31/2021,$19.96,11454700,$20.28,$20.68,$19.92
08/30/2021,$20.63,14999200,$20.85,$20.88,$19.86
08/27/2021,$21.03,11926950,$21.45,$21.53,$20.90
08/26/2021,$21.48,9094854,$21.84,$22.07,$21.40
08/25/2021,$21.81,11667300,$22.25,$22.50,$21.77
08/24/2021,$22.83,10277870,$21.94,$22.97,$21.78
08/23/2021,$21.65,7098570,$22.01,$22.1095,$21.42
08/20/2021,$21.67,5277663,$21.751,$22.10,$21.60
08/19/2021,$21.71,6603914,$22.18,$22.61,$21.51
08/18/2021,$22.55,5873884,$22.93,$22.93,$22.1524
08/17/2021,$22.56,7076970,$22.24,$22.77,$22.13
08/16/2021,$22.83,7534740,$23.045,$23.32,$22.43
08/13/2021,$23.48,5877261,$23.71,$24.25,$23.42
08/12/2021,$23.85,7516851,$24.31,$24.50,$23.81
08/11/2021,$24.47,8009064,$24.97,$25.00,$24.02
08/10/2021,$24.46,11923640,$23.88,$25.24,$23.70
08/09/2021,$23.50,6489620,$23.40,$23.62,$23.03
08/06/2021,$23.38,7686486,$22.935,$23.91,$22.80
08/05/2021,$22.75,6573552,$22.92,$23.29,$22.70
08/04/2021,$22.63,7015099,$23.48,$23.49,$22.54
08/03/2021,$23.58,8579415,$23.93,$23.95,$22.955
08/02/2021,$23.77,7894394,$24.193,$24.24,$23.45
07/30/2021,$23.72,11144840,$22.948,$24.23,$22.94
07/29/2021,$23.35,10494590,$24.54,$24.6986,$23.25
07/28/2021,$24.08,12580430,$25.714,$26.20,$23.98
07/27/2021,$25.18,16184060,$27.49,$27.55,$25.11
07/26/2021,$26.83,31573180,$25.24,$29.03,$24.32
07/23/2021,$24.25,17905570,$24.02,$24.55,$22.5501
07/22/2021,$22.90,11069750,$23.33,$24.18,$22.30
07/21/2021,$23.43,12470210,$24.48,$24.9297,$22.66
07/20/2021,$24.28,12194520,$22.81,$24.74,$22.1501
07/19/2021,$22.20,10564430,$21.99,$22.6599,$20.90
07/16/2021,$22.79,8912891,$23.40,$23.85,$22.30
07/15/2021,$22.96,10345300,$24.00,$24.33,$22.56
07/14/2021,$23.79,12667130,$25.40,$25.70,$23.77
07/13/2021,$25.91,8561521,$26.53,$27.11,$25.77
07/12/2021,$26.85,12657430,$25.91,$27.40,$25.71
07/09/2021,$25.55,7230164,$25.34,$26.37,$25.24
07/08/2021,$24.96,9235841,$23.99,$25.55,$23.54
07/07/2021,$25.52,9286414,$26.52,$26.89,$24.762
07/06/2021,$26.38,9302762,$27.50,$28.00,$26.35
07/02/2021,$27.02,9188877,$28.12,$28.19,$26.68
07/01/2021,$27.72,18459210,$28.99,$29.81,$27.41
06/30/2021,$28.82,19647190,$26.20,$28.95,$25.68
06/29/2021,$26.32,8562814,$27.34,$27.40,$26.22
06/28/2021,$27.00,18705900,$26.23,$27.38,$26.0254
06/25/2021,$25.18,11453440,$25.70,$25.95,$25.01
06/24/2021,$24.85,14444570,$25.59,$26.28,$24.80
06/23/2021,$25.06,13373000,$23.79,$25.10,$23.32
06/22/2021,$23.42,5874113,$23.02,$23.60,$22.45
06/21/2021,$22.96,4965579,$23.70,$23.71,$22.75
06/18/2021,$23.40,4621324,$23.25,$23.83,$23.18
06/17/2021,$23.55,6905978,$23.44,$24.3543,$23.33
06/16/2021,$24.04,9957066,$22.19,$24.10,$22.05
06/15/2021,$22.61,11218590,$23.99,$24.03,$22.55
06/14/2021,$24.12,7687892,$25.16,$25.16,$24.01
06/11/2021,$25.14,7269018,$25.60,$25.60,$24.70
06/10/2021,$25.38,11300540,$26.47,$26.48,$24.56
06/09/2021,$26.49,13900240,$26.88,$27.40,$26.15
06/08/2021,$26.64,22753890,$27.30,$27.88,$24.70
06/07/2021,$26.50,23162370,$24.80,$26.54,$24.31
06/04/2021,$23.95,12911200,$24.07,$24.33,$23.38
06/03/2021,$22.96,18875700,$23.25,$24.59,$22.01
06/02/2021,$23.56,21110830,$22.05,$23.63,$21.635
06/01/2021,$21.56,22530410,$20.00,$22.41,$19.78
05/28/2021,$19.72,6933252,$19.55,$20.17,$19.50
05/27/2021,$19.88,7189046,$20.18,$20.19,$19.45
05/26/2021,$19.99,15699650,$20.25,$21.10,$19.711
05/25/2021,$20.28,15197360,$19.60,$20.58,$19.13
05/24/2021,$19.40,6796158,$20.15,$20.18,$19.33
05/21/2021,$19.81,6881539,$20.17,$20.37,$19.508
05/20/2021,$19.79,7769759,$19.17,$20.05,$19.15
05/19/2021,$18.97,6402767,$18.91,$19.05,$18.61
05/18/2021,$19.38,11575490,$18.69,$19.67,$18.52
05/17/2021,$18.31,6314430,$18.23,$18.71,$18.03
05/14/2021,$17.94,6623155,$17.76,$18.16,$17.51
05/13/2021,$17.25,13384670,$17.90,$18.86,$17.25
05/12/2021,$17.80,7991241,$18.25,$18.54,$17.75
05/11/2021,$18.60,14343010,$17.69,$18.90,$17.40
05/10/2021,$18.64,9802718,$19.54,$19.57,$18.63
05/07/2021,$19.28,14552670,$19.05,$19.72,$18.75
05/06/2021,$18.96,10453540,$19.18,$19.35,$18.58
05/05/2021,$19.18,4697422,$19.68,$20.22,$19.12
05/04/2021,$19.17,12509840,$19.59,$19.84,$18.95
05/03/2021,$19.91,13445670,$21.19,$21.19,$19.88
04/30/2021,$21.09,10569670,$21.35,$22.03,$21.09
04/29/2021,$22.07,11527080,$23.29,$23.39,$21.53
04/28/2021,$23.04,19167620,$22.55,$24.24,$22.10
04/27/2021,$22.74,18122280,$24.07,$24.33,$22.50
04/26/2021,$23.87,55779540,$20.67,$24.29,$20.41
04/23/2021,$20.55,13232790,$19.70,$20.73,$19.61
04/22/2021,$19.66,17422620,$20.20,$20.65,$18.90
04/21/2021,$19.89,22545170,$18.30,$19.89,$17.62
04/20/2021,$18.45,18227300,$19.52,$19.72,$18.31
04/19/2021,$19.54,19552360,$19.87,$20.33,$18.68
04/16/2021,$19.52,17044020,$20.07,$20.50,$19.25
04/15/2021,$20.12,25602180,$21.83,$22.10,$19.82
04/14/2021,$21.73,11900770,$22.02,$22.25,$21.54
04/13/2021,$22.09,16121590,$21.96,$22.72,$21.57
04/12/2021,$22.03,10594110,$22.93,$23.45,$21.77
04/09/2021,$22.97,7636388,$22.98,$23.34,$22.76
04/08/2021,$23.16,7922294,$23.06,$23.3699,$22.66
04/07/2021,$22.82,15341860,$24.11,$24.47,$22.70
04/06/2021,$24.46,19840000,$23.05,$24.96,$23.02
04/05/2021,$23.00,13238230,$24.55,$24.61,$23.00
04/01/2021,$23.78,12839760,$24.25,$24.47,$23.21
03/31/2021,$23.18,15298880,$24.06,$24.228,$22.78
03/30/2021,$23.51,18201220,$21.18,$23.65,$21.07
03/29/2021,$21.35,21663590,$22.88,$22.96,$21.35
03/26/2021,$23.02,18171670,$23.06,$23.92,$22.07
03/25/2021,$24.03,30779780,$21.71,$24.24,$21.02
03/24/2021,$22.56,24048720,$24.45,$24.48,$22.24
03/23/2021,$24.05,23012620,$26.15,$26.22,$23.75
03/22/2021,$26.15,16147160,$27.48,$27.63,$26.02
03/19/2021,$26.88,19575360,$26.62,$27.45,$25.79
03/18/2021,$26.90,22129310,$28.80,$29.42,$26.80
03/17/2021,$29.50,40917060,$29.69,$30.68,$28.15
03/16/2021,$31.10,67588710,$31.06,$32.9696,$29.20
03/15/2021,$28.69,23939760,$27.46,$28.80,$27.0302
03/12/2021,$26.77,20225420,$25.50,$27.99,$25.10
03/11/2021,$26.84,24459390,$25.79,$27.18,$25.31
03/10/2021,$24.70,32947440,$25.105,$27.26,$24.31
03/09/2021,$24.46,31214900,$23.26,$25.00,$22.80
03/08/2021,$22.09,29814500,$24.34,$25.18,$22.00
03/05/2021,$24.40,53893420,$24.52,$25.18,$20.40
03/04/2021,$24.34,62235620,$23.89,$25.54,$21.435
03/03/2021,$24.20,43884200,$27.65,$27.97,$23.93
03/02/2021,$27.77,35676740,$30.00,$30.39,$26.56
03/01/2021,$30.63,42153820,$32.49,$32.54,$29.83
02/26/2021,$30.75,68871050,$31.25,$32.52,$28.50
02/25/2021,$27.82,82266050,$29.71,$32.38,$26.71
02/24/2021,$28.70,142471900,$35.64,$35.72,$27.85
02/23/2021,$35.21,190447900,$35.02,$43.94,$30.00
02/22/2021,$57.37,88152910,$62.87,$63.20,$56.08
02/19/2021,$52.94,59997950,$60.09,$61.97,$50.32
02/18/2021,$58.05,76982740,$55.81,$64.86,$55.55
02/17/2021,$56.23,63907660,$54.67,$59.50,$50.30
02/16/2021,$52.70,96883350,$38.27,$55.00,$36.52
02/12/2021,$39.98,69175950,$35.04,$41.37,$33.51
02/11/2021,$31.50,26350020,$32.25,$33.16,$31.20
02/10/2021,$32.87,33355530,$32.00,$34.49,$30.00
02/09/2021,$33.31,28973290,$31.70,$33.69,$30.22
02/08/2021,$32.88,35684290,$34.17,$34.98,$30.30
02/05/2021,$34.65,66665350,$30.90,$36.00,$30.7001
02/04/2021,$30.22,45385200,$29.00,$31.45,$26.13
02/03/2021,$29.49,85281240,$32.35,$34.50,$27.575
02/02/2021,$32.14,100196700,$27.98,$35.18,$26.46
02/01/2021,$25.20,43231910,$23.64,$25.97,$22.73
01/29/2021,$22.88,34280360,$21.70,$24.35,$21.21
01/28/2021,$22.33,33334120,$21.34,$22.88,$20.01
01/27/2021,$21.15,44960820,$21.29,$23.33,$20.45
01/26/2021,$24.44,41562230,$24.37,$24.66,$22.37
01/25/2021,$24.95,117369700,$26.77,$27.30,$18.55
01/22/2021,$22.35,94164460,$18.49,$22.67,$18.00
01/21/2021,$17.81,23590470,$18.09,$18.25,$17.11
01/20/2021,$18.06,27627680,$18.35,$18.73,$17.80
01/19/2021,$17.90,68336360,$18.05,$18.69,$17.50
01/15/2021,$18.36,184854200,$17.81,$21.00,$16.20
01/14/2021,$17.36,140983000,$18.71,$20.14,$16.10
01/13/2021,$16.72,94091530,$15.10,$17.12,$14.50
01/12/2021,$14.15,112100500,$14.99,$15.63,$13.00
01/11/2021,$13.20,108167500,$10.05,$14.00,$10.03
01/08/2021,$10.03,738187,$10.05,$10.05,$10.02
01/07/2021,$10.03,1075509,$10.00,$10.04,$10.00
01/06/2021,$10.01,636614,$10.00,$10.02,$10.00
01/05/2021,$10.02,685686,$10.04,$10.04,$10.00
01/04/2021,$10.04,1172658,$10.03,$10.08,$10.02
12/31/2020,$10.01,1266224,$10.07,$10.07,$10.01
12/30/2020,$10.07,3152683,$10.04,$10.08,$10.02
12/29/2020,$10.06,1784646,$10.10,$10.11,$10.03
12/28/2020,$10.08,4067863,$10.11,$10.18,$10.04
12/24/2020,$10.04,2093012,$10.08,$10.10,$10.01
12/23/2020,$10.03,2353666,$10.03,$10.03,$9.995
12/22/2020,$10.00,755643,$10.03,$10.03,$9.97
12/21/2020,$9.97,532777,$9.98,$10.00,$9.96
12/18/2020,$9.96,869000,$9.98,$9.98,$9.95
12/17/2020,$9.97,1483598,$9.98,$10.00,$9.945
12/16/2020,$9.945,1191593,$9.95,$10.00,$9.94
12/15/2020,$9.97,1162373,$9.97,$10.03,$9.90
12/14/2020,$9.98,1982462,$9.96,$9.98,$9.94
12/11/2020,$9.94,899986,$9.96,$9.96,$9.91
12/10/2020,$9.91,7606766,$9.93,$9.93,$9.88
12/09/2020,$9.92,3394259,$9.89,$9.97,$9.84
12/08/2020,$9.86,2296411,$9.94,$9.98,$9.83
12/07/2020,$9.94,2085323,$9.88,$9.98,$9.87
12/04/2020,$9.88,405431,$9.88,$9.89,$9.86
12/03/2020,$9.87,513207,$9.88,$9.88,$9.86
12/02/2020,$9.87,1440953,$9.88,$9.885,$9.84
12/01/2020,$9.88,1394253,$9.87,$9.88,$9.82
11/30/2020,$9.88,1623718,$9.88,$9.90,$9.8261
11/27/2020,$9.83,416161,$9.80,$9.85,$9.77
11/25/2020,$9.76,1332376,$9.76,$9.7662,$9.70
11/24/2020,$9.76,57247,$9.78,$9.78,$9.70
11/23/2020,$9.75,134369,$9.79,$9.79,$9.71
11/20/2020,$9.71,995889,$9.71,$9.735,$9.69
11/19/2020,$9.72,44545,$9.75,$9.80,$9.70
11/18/2020,$9.74,301651,$9.74,$9.74,$9.67
11/17/2020,$9.71,46038,$9.72,$9.72,$9.69
11/16/2020,$9.70,151275,$9.70,$9.73,$9.685
11/13/2020,$9.69,754783,$9.74,$9.74,$9.69
11/12/2020,$9.70,1501959,$9.67,$9.72,$9.67
11/11/2020,$9.68,724462,$9.69,$9.7395,$9.66
11/10/2020,$9.70,714714,$9.66,$9.80,$9.66
11/09/2020,$9.67,163474,$9.70,$9.725,$9.66
11/06/2020,$9.72,1443973,$9.79,$9.79,$9.72
11/05/2020,$9.77,1534452,$9.76,$9.78,$9.73
11/04/2020,$9.69,509822,$9.70,$9.73,$9.68
11/03/2020,$9.69,189840,$9.63,$9.70,$9.62
11/02/2020,$9.63,716681,$9.63,$9.64,$9.60
10/30/2020,$9.63,1154338,$9.65,$9.69,$9.60
10/29/2020,$9.65,1652882,$9.66,$9.70,$9.62
10/28/2020,$9.65,1571479,$9.74,$9.74,$9.63
10/27/2020,$9.65,304143,$9.65,$9.70,$9.64
10/26/2020,$9.65,2394804,$9.65,$9.66,$9.64
10/23/2020,$9.63,2067850,$9.65,$9.70,$9.63
10/22/2020,$9.65,1441881,$9.66,$9.67,$9.63
10/21/2020,$9.66,292303,$9.73,$9.73,$9.65
10/20/2020,$9.67,78163,$9.71,$9.74,$9.67
10/19/2020,$9.68,348739,$9.71,$9.73,$9.6765
10/16/2020,$9.68,304983,$9.69,$9.705,$9.67
10/15/2020,$9.68,347983,$9.67,$9.72,$9.6501
10/14/2020,$9.68,2177911,$9.75,$9.7699,$9.68
10/13/2020,$9.70,1623875,$9.85,$9.85,$9.67
10/12/2020,$9.73,172260,$9.82,$9.82,$9.73
10/09/2020,$9.75,2401524,$9.76,$9.77,$9.7216
10/08/2020,$9.7166,550328,$9.70,$9.75,$9.70
10/07/2020,$9.71,1325422,$9.72,$9.75,$9.67
10/06/2020,$9.68,1902445,$9.74,$9.75,$9.67
10/05/2020,$9.71,3147963,$9.80,$9.80,$9.69
10/02/2020,$9.74,3925673,$9.73,$9.80,$9.73
10/01/2020,$9.7599,1068527,$9.85,$9.85,$9.74
09/30/2020,$9.78,546245,$9.85,$9.85,$9.77
09/29/2020,$9.78,189577,$9.88,$9.88,$9.76
09/28/2020,$9.83,72303,$9.90,$9.94,$9.83
09/25/2020,$9.81,692465,$9.77,$9.85,$9.77
09/24/2020,$9.77,605537,$9.85,$9.85,$9.75
09/23/2020,$9.85,192570,$9.90,$9.905,$9.7901
09/22/2020,$9.88,1280789,$9.96,$9.96,$9.85
09/21/2020,$9.86,762763,$9.90,$9.96,$9.86
09/18/2020,$9.89,564328,$10.25,$10.25,$9.82
